History Index - RR,R-R Interval(ms) - RR,
2557,897.786,66.8310711
2558,916.016,65.50103928
2559,914.062,65.64106155
2560,906.901,66.15937131
2561,902.344,66.49348807
2562,893.88,67.12310377
2563,885.417,67.76468037
2564,878.255,68.31728826
2565,871.094,68.878904
2566,860.026,69.76533268
2567,856.771,70.03038151
2568,852.214,70.40485136
2569,843.099,71.16601965
2570,837.24,71.66403899
2571,831.38,72.16916452
2572,824.219,72.79618645
2573,823.568,72.85372914
2574,831.38,72.16916452
2575,830.729,72.22571982
2576,838.542,71.55276659
2577,854.167,70.24387503
2578,847.005,70.83783449
2579,832.682,72.05631922
2580,824.219,72.79618645
2581,816.406,73.49284547
2582,797.526,75.23265699
2583,794.922,75.47910361
2584,828.125,72.45283019
2585,837.891,71.60835956
2586,852.214,70.40485136
2587,873.698,68.67361491
2588,876.953,68.41871799
2589,872.396,68.77610626
2590,858.073,69.92412068
2591,854.167,70.24387503
2592,830.729,72.22571982
2593,802.734,74.74456046
2594,800.13,74.98781448
2595,798.177,75.17129659
2596,777.344,77.18590482
2597,761.719,78.76920492
2598,759.766,78.97168339
2599,759.115,79.03940773
2600,753.255,79.65430034
2601,734.375,81.70212766
2602,731.12,82.06587154
2603,743.49,80.70048017
2604,771.484,77.7721897
2605,790.365,75.91429276
2606,797.526,75.23265699
2607,815.104,73.61023869
2608,833.984,71.94382626
2609,838.542,71.55276659
2610,815.755,73.55149524
2611,815.755,73.55149524
2612,835.937,71.77574387
2613,833.333,72.0000288
2614,820.312,73.14290173
2615,811.849,73.9053691
2616,815.104,73.61023869
2617,800.13,74.98781448
2618,771.484,77.7721897
2619,763.672,78.56776208
2620,753.906,79.58551862
2621,738.281,81.26986879
2622,723.307,82.95232868
2623,724.609,82.80327735
2624,725.911,82.65476071
2625,725.911,82.65476071
2626,737.63,81.34159402
2627,766.276,78.30076891
2628,782.552,76.67222114
2629,789.062,76.03965214
2630,809.245,74.14318284
2631,838.542,71.55276659
2632,841.797,71.2760915
2633,843.099,71.16601965
2634,864.583,69.39761712
2635,875,68.57142857
2636,858.073,69.92412068
2637,838.542,71.55276659
2638,841.146,71.33125522
2639,830.729,72.22571982
2640,806.641,74.38253201
2641,795.573,75.41734071
2642,819.661,73.20099407
2643,822.917,72.91136287
2644,836.589,71.71980507
2645,858.724,69.87111109
2646,873.047,68.72482237
2647,875,68.57142857
2648,858.073,69.92412068
2649,858.073,69.92412068
2650,836.589,71.71980507
2651,802.083,74.80522589
2652,787.76,76.16532954
2653,786.458,76.29142306
2654,778.646,77.05683969
2655,768.88,78.03558423
2656,774.74,77.4453365
2657,787.76,76.16532954
2658,783.203,76.60849103
2659,776.693,77.25059966
2660,783.203,76.60849103
2661,792.969,75.66500078
2662,789.062,76.03965214
2663,788.411,76.10243896
2664,798.177,75.17129659
2665,793.62,75.60293339
2666,782.552,76.67222114
2667,772.135,77.70661866
2668,781.901,76.73605738
2669,792.969,75.66500078
2670,798.177,75.17129659
2671,799.479,75.04887558
2672,796.875,75.29411765
2673,792.969,75.66500078
2674,789.062,76.03965214
2675,785.156,76.41793478
2676,772.135,77.70661866
2677,774.74,77.4453365
2678,788.411,76.10243896
2679,794.271,75.54096776
2680,777.344,77.18590482
2681,755.208,79.44831093
2682,741.536,80.91313166
2683,725.26,82.72895238
2684,699.87,85.73020704
2685,681.641,88.02287421
2686,669.271,89.64978312
2687,657.552,91.24753632
2688,649.089,92.43724666
2689,639.323,93.84927494
2690,630.859,95.10841567
2691,620.443,96.7050962
2692,614.583,97.62717159
2693,607.422,98.77811472
2694,601.562,99.74034264
2695,597.005,100.5016708
2696,595.703,100.7213326
2697,594.401,100.9419567
2698,591.797,101.3861172
2699,591.146,101.4977687
2700,592.448,101.274711
2701,596.354,100.6113818
2702,596.354,100.6113818
2703,599.609,100.0652092
2704,610.026,98.35646349
2705,624.349,96.10009786
2706,634.115,94.62006103
2707,643.88,93.18506554
2708,657.552,91.24753632
2709,668.62,89.73707038
2710,671.224,89.38893723
2711,673.828,89.04349478
2712,679.687,88.27592701
2713,682.943,87.85506257
2714,682.292,87.93888834
2715,684.245,87.68788957
2716,693.359,86.53525807
2717,692.708,86.61658303
2718,694.01,86.45408568
2719,703.125,85.33333333
2720,709.635,84.55050836
2721,706.38,84.94011722
2722,701.172,85.57101539
2723,707.682,84.78384359
2724,711.589,84.31833544
2725,707.682,84.78384359
2726,711.589,84.31833544
2727,720.052,83.32731525
2728,723.307,82.95232868
2729,723.958,82.877736
2730,727.214,82.50666241
2731,722.656,83.02705575
2732,713.542,84.08755196
2733,708.333,84.70592221
2734,709.635,84.55050836
2735,701.823,85.49164105
2736,690.755,86.86147766
2737,690.755,86.86147766
2738,692.708,86.61658303
2739,688.802,87.10776101
2740,712.24,84.24126699
2741,664.714,90.26438438
2742,667.318,89.91215582
2743,673.177,89.12960484
2744,680.99,88.10702066
2745,692.057,86.698061
2746,667.318,89.91215582
2747,713.542,84.08755196
2748,705.078,85.096968
2749,691.406,86.77969239
2750,673.177,89.12960484
2751,656.901,91.33796417
2752,644.531,93.0909452
2753,747.396,80.27872774
2754,710.937,84.39566375
2755,638.672,93.94493574
2756,636.068,94.32953709
2757,633.464,94.71730043
2758,631.51,95.01037197
2759,518.229,115.7789317
2760,527.344,113.7777238
2761,551.432,108.8076136
2762,573.568,104.6083464
2763,512.37,117.1028749
2764,444.01,135.1320916
2765,354.167,169.4116053
2766,373.698,160.5574555
2767,368.49,162.826671
2768,445.312,134.7369934
2769,503.255,119.2238527
2770,570.312,105.2055717
2771,660.807,90.79806963
2772,662.109,90.61952035
2773,708.333,84.70592221
2774,608.073,98.67236335
2775,610.677,98.25161255
2776,608.724,98.56683817
2777,606.771,98.88409301
2778,608.724,98.56683817
2779,615.234,97.52386897
2780,623.047,96.30092112
2781,636.719,94.23309183
2782,649.74,92.34463016
2783,659.505,90.9773239
2784,662.76,90.53050878
2785,662.109,90.61952035
2786,662.76,90.53050878
2787,656.25,91.42857143
2788,652.995,91.88431764
2789,647.135,92.71635748
2790,645.182,92.9970148
2791,644.531,93.0909452
2792,643.229,93.2793764
2793,643.88,93.18506554
2794,643.229,93.2793764
2795,647.786,92.62318111
2796,656.901,91.33796417
2797,665.365,90.17606877
2798,669.271,89.64978312
2799,665.365,90.17606877
2800,657.552,91.24753632
2801,652.344,91.97601266
2802,644.531,93.0909452
2803,632.812,94.81488973
2804,621.094,96.6037347
2805,614.583,97.62717159
2806,617.187,97.21526863
2807,617.187,97.21526863
2808,611.979,98.04257989
2809,608.073,98.67236335
2810,607.422,98.77811472
2811,611.979,98.04257989
2812,623.698,96.20040468
2813,632.161,94.91253019
2814,640.625,93.65853659
2815,653.646,91.79280528
2816,660.807,90.79806963
2817,658.203,91.15728734
2818,647.786,92.62318111
2819,640.625,93.65853659
2820,641.276,93.56345786
2821,639.974,93.75380875
2822,639.323,93.84927494
2823,640.625,93.65853659
2824,637.37,94.13684359
2825,634.766,94.52302108
2826,632.812,94.81488973
2827,636.719,94.23309183
2828,649.74,92.34463016
2829,663.411,90.4416719
2830,682.943,87.85506257
2831,699.87,85.73020704
2832,707.031,84.86190846
2833,703.125,85.33333333
2834,690.104,86.94341722
2835,680.99,88.10702066
2836,643.229,93.2793764
2837,552.083,108.6793109
2838,552.083,108.6793109
2839,556.641,107.7894011
2840,565.755,106.0529735
2841,572.917,104.7272118
2842,609.375,98.46153846
2843,697.917,85.97010819
2844,695.312,86.29219688
2845,691.406,86.77969239
2846,687.5,87.27272727
2847,688.151,87.19016611
2848,682.292,87.93888834
2849,684.896,87.60454142
2850,700.521,85.65053724
2851,718.099,83.55393894
2852,729.167,82.28567667
2853,726.562,82.58070199
2854,725.911,82.65476071
2855,723.307,82.95232868
2856,716.146,83.78179868
2857,710.937,84.39566375
2858,710.286,84.4730151
2859,718.099,83.55393894
2860,720.703,83.25204696
2861,721.354,83.17691452
2862,723.307,82.95232868
