History Index - RR,R-R Interval(ms) - RR,
0,726.562,82.58070199
1,739.583,81.12679713
2,756.51,79.31157552
3,761.068,78.83658228
4,767.578,78.16795166
5,777.344,77.18590482
6,781.25,76.8
7,767.578,78.16795166
8,759.766,78.97168339
9,775.391,77.38031522
10,773.437,77.57580773
11,776.693,77.25059966
12,792.969,75.66500078
13,800.13,74.98781448
14,793.62,75.60293339
15,782.552,76.67222114
16,785.807,76.35462652
17,770.182,77.90366433
18,753.255,79.65430034
19,759.115,79.03940773
20,757.161,79.24338417
21,750.651,79.93062022
22,750,80
23,761.719,78.76920492
24,759.766,78.97168339
25,741.536,80.91313166
26,741.536,80.91313166
27,741.536,80.91313166
28,732.422,81.91998602
29,727.865,82.43286873
30,733.073,81.84723759
31,735.677,81.55753136
32,735.026,81.62976548
33,729.818,82.21227758
34,729.818,82.21227758
35,718.75,83.47826087
36,710.286,84.4730151
37,712.24,84.24126699
38,703.125,85.33333333
39,697.917,85.97010819
40,690.104,86.94341722
41,683.594,87.77139647
42,671.875,89.30232558
43,663.411,90.4416719
44,661.458,90.70870713
45,654.948,91.61032632
46,650.391,92.25219906
47,651.693,92.06789086
48,652.995,91.88431764
49,649.74,92.34463016
50,653.646,91.79280528
51,662.76,90.53050878
52,670.573,89.47571704
53,676.432,88.70071197
54,684.896,87.60454142
55,795.573,75.41734071
56,802.083,74.80522589
57,805.99,74.44261095
58,807.943,74.26266457
59,811.849,73.9053691
60,809.896,74.08358604
61,699.87,85.73020704
62,684.896,87.60454142
63,669.271,89.64978312
64,657.552,91.24753632
65,644.531,93.0909452
66,644.531,93.0909452
67,657.552,91.24753632
68,672.526,89.21588162
69,686.198,87.43831955
70,703.776,85.25439913
71,724.609,82.80327735
72,729.167,82.28567667
73,735.026,81.62976548
74,748.047,80.20886388
75,757.812,79.17530997
76,766.276,78.30076891
77,770.833,77.8378715
78,776.042,77.31540303
79,778.646,77.05683969
80,779.297,76.99246885
81,778.646,77.05683969
82,778.646,77.05683969
83,780.599,76.86404927
84,785.156,76.41793478
85,788.411,76.10243896
86,787.76,76.16532954
87,783.854,76.54486677
88,777.344,77.18590482
89,777.344,77.18590482
90,780.599,76.86404927
91,776.042,77.31540303
92,775.391,77.38031522
93,779.948,76.92820547
94,778.646,77.05683969
95,770.833,77.8378715
96,761.719,78.76920492
97,754.557,79.51685559
98,750.651,79.93062022
99,758.464,79.10724833
100,762.37,78.70194263
101,766.927,78.23430392
102,776.693,77.25059966
103,781.25,76.8
104,779.297,76.99246885
105,774.089,77.51046714
106,771.484,77.7721897
107,759.766,78.97168339
108,748.047,80.20886388
109,746.094,80.41882122
110,756.51,79.31157552
111,761.719,78.76920492
112,763.021,78.63479511
113,777.995,77.12131826
114,796.875,75.29411765
115,824.87,72.73873459
116,828.776,72.3959188
117,825.521,72.68137334
118,835.937,71.77574387
119,848.307,70.72911104
120,852.214,70.40485136
121,832.682,72.05631922
122,827.474,72.50983112
123,839.193,71.49725987
124,843.099,71.16601965
125,833.984,71.94382626
126,833.333,72.0000288
127,845.703,70.9468927
128,844.401,71.05628724
129,839.844,71.4418392
130,839.193,71.49725987
131,829.427,72.33909675
132,813.802,73.72800755
133,804.036,74.62352432
134,804.687,74.56315313
135,789.714,75.97687264
136,783.854,76.54486677
137,793.62,75.60293339
138,791.667,75.78944177
139,784.505,76.48134811
140,784.505,76.48134811
141,799.479,75.04887558
142,791.667,75.78944177
143,786.458,76.29142306
144,792.318,75.72717015
145,789.714,75.97687264
146,780.599,76.86404927
147,772.786,77.6411581
148,776.042,77.31540303
149,767.578,78.16795166
150,759.766,78.97168339
151,763.021,78.63479511
152,771.484,77.7721897
153,766.276,78.30076891
154,761.719,78.76920492
155,767.578,78.16795166
156,779.948,76.92820547
157,779.297,76.99246885
158,779.948,76.92820547
159,798.177,75.17129659
160,811.849,73.9053691
161,817.057,73.43428916
162,819.01,73.25917876
163,830.078,72.28236383
164,824.219,72.79618645
165,809.896,74.08358604
166,801.432,74.86598988
167,794.271,75.54096776
168,786.458,76.29142306
169,778.646,77.05683969
170,770.833,77.8378715
171,764.323,78.50084323
172,762.37,78.70194263
173,766.276,78.30076891
174,758.464,79.10724833
175,746.745,80.34871342
176,751.953,79.79222106
177,762.37,78.70194263
178,761.719,78.76920492
179,763.021,78.63479511
180,779.948,76.92820547
181,796.224,75.3556788
182,796.224,75.3556788
183,789.714,75.97687264
184,790.365,75.91429276
185,778.646,77.05683969
186,761.719,78.76920492
187,756.51,79.31157552
188,768.229,78.10171186
189,769.531,77.96956848
190,772.786,77.6411581
191,785.156,76.41793478
192,796.224,75.3556788
193,791.667,75.78944177
194,783.203,76.60849103
195,785.156,76.41793478
196,788.411,76.10243896
197,779.948,76.92820547
198,767.578,78.16795166
199,767.578,78.16795166
200,769.531,77.96956848
201,768.88,78.03558423
202,766.276,78.30076891
203,779.948,76.92820547
204,798.828,75.1100362
205,805.339,74.50278703
206,807.943,74.26266457
207,802.734,74.74456046
208,791.667,75.78944177
209,776.042,77.31540303
210,763.672,78.56776208
211,763.672,78.56776208
212,757.161,79.24338417
213,765.625,78.36734694
214,784.505,76.48134811
215,803.385,74.68399335
216,801.432,74.86598988
217,795.573,75.41734071
218,798.177,75.17129659
219,801.432,74.86598988
220,792.318,75.72717015
221,788.411,76.10243896
222,806.641,74.38253201
223,824.219,72.79618645
224,833.333,72.0000288
225,842.448,71.22101305
226,856.771,70.03038151
227,848.958,70.67487438
228,833.333,72.0000288
229,820.312,73.14290173
230,817.708,73.37582609
231,809.245,74.14318284
232,798.828,75.1100362
233,832.031,72.11269772
234,779.948,76.92820547
235,762.37,78.70194263
236,735.026,81.62976548
237,706.38,84.94011722
238,702.474,85.41241384
239,669.271,89.64978312
240,718.75,83.47826087
241,745.443,80.48905148
242,780.599,76.86404927
243,804.687,74.56315313
244,810.547,74.02408497
245,820.964,73.08481249
246,837.24,71.66403899
247,825.521,72.68137334
248,813.802,73.72800755
249,817.708,73.37582609
250,814.453,73.66907605
251,807.292,74.32254996
252,812.5,73.84615385
253,834.635,71.88771139
254,838.542,71.55276659
255,842.448,71.22101305
256,852.214,70.40485136
257,856.12,70.08363314
258,839.844,71.4418392
259,824.219,72.79618645
260,828.776,72.3959188
261,824.219,72.79618645
262,819.661,73.20099407
263,828.125,72.45283019
264,842.448,71.22101305
265,837.891,71.60835956
266,825.521,72.68137334
267,817.057,73.43428916
268,799.479,75.04887558
269,768.88,78.03558423
270,746.745,80.34871342
271,736.328,81.48542497
272,721.354,83.17691452
273,703.776,85.25439913
274,690.755,86.86147766
275,680.339,88.19132815
276,658.854,91.06721671
277,644.531,93.0909452
278,647.135,92.71635748
279,671.224,89.38893723
280,700.521,85.65053724
281,733.073,81.84723759
282,768.229,78.10171186
283,796.224,75.3556788
284,811.849,73.9053691
285,802.083,74.80522589
286,784.505,76.48134811
287,762.37,78.70194263
288,736.979,81.41344597
289,720.703,83.25204696
290,709.635,84.55050836
291,707.682,84.78384359
292,722.005,83.10191758
293,760.417,78.904075
294,796.875,75.29411765
295,822.266,72.96908786
296,835.937,71.77574387
297,843.099,71.16601965
298,831.38,72.16916452
299,796.224,75.3556788
300,768.88,78.03558423
301,753.906,79.58551862
302,755.208,79.44831093
303,755.859,79.37988434
304,770.833,77.8378715
305,800.13,74.98781448
306,821.615,73.02690433
307,837.24,71.66403899
308,842.448,71.22101305
309,845.052,71.00154783
310,829.427,72.33909675
311,804.036,74.62352432
312,784.505,76.48134811
313,768.229,78.10171186
314,753.906,79.58551862
315,740.885,80.98422832
316,740.234,81.05545003
317,738.932,81.19826994
318,734.375,81.70212766
319,726.562,82.58070199
320,723.958,82.877736
321,735.026,81.62976548
322,740.234,81.05545003
323,746.094,80.41882122
324,753.906,79.58551862
325,760.417,78.904075
326,759.115,79.03940773
327,745.443,80.48905148
328,733.073,81.84723759
329,722.656,83.02705575
330,718.75,83.47826087
331,722.005,83.10191758
332,720.703,83.25204696
333,727.865,82.43286873
334,743.49,80.70048017
335,766.276,78.30076891
336,774.089,77.51046714
337,776.042,77.31540303
338,787.109,76.22832416
339,793.62,75.60293339
340,791.667,75.78944177
341,785.156,76.41793478
342,794.271,75.54096776
343,795.573,75.41734071
344,799.479,75.04887558
345,812.5,73.84615385
346,823.568,72.85372914
347,828.776,72.3959188
348,827.474,72.50983112
349,828.125,72.45283019
350,815.104,73.61023869
351,799.479,75.04887558
352,794.271,75.54096776
353,798.828,75.1100362
354,788.411,76.10243896
355,787.109,76.22832416
356,794.922,75.47910361
357,796.224,75.3556788
358,791.016,75.85181589
359,783.854,76.54486677
360,803.385,74.68399335
361,811.198,73.9646794
362,808.594,74.20287561
363,813.802,73.72800755
364,820.964,73.08481249
365,810.547,74.02408497
366,789.062,76.03965214
367,778.646,77.05683969
368,775.391,77.38031522
369,761.068,78.83658228
370,746.094,80.41882122
371,737.63,81.34159402
372,723.958,82.877736
373,708.333,84.70592221
374,705.078,85.096968
375,702.474,85.41241384
376,702.474,85.41241384
377,710.937,84.39566375
378,729.818,82.21227758
379,748.698,80.13912151
380,751.953,79.79222106
381,755.859,79.37988434
382,761.719,78.76920492
383,766.927,78.23430392
384,766.927,78.23430392
385,758.464,79.10724833
386,758.464,79.10724833
387,764.323,78.50084323
388,772.135,77.70661866
389,767.578,78.16795166
390,765.625,78.36734694
391,772.135,77.70661866
392,777.995,77.12131826
393,776.042,77.31540303
394,761.068,78.83658228
395,758.464,79.10724833
396,753.906,79.58551862
397,747.396,80.27872774
398,736.328,81.48542497
399,736.979,81.41344597
400,751.302,79.86136068
401,760.417,78.904075
402,764.974,78.43403828
403,775.391,77.38031522
404,791.016,75.85181589
405,790.365,75.91429276
406,787.76,76.16532954
407,792.969,75.66500078
408,798.177,75.17129659
409,799.479,75.04887558
410,803.385,74.68399335
411,819.01,73.25917876
412,824.87,72.73873459
413,822.917,72.91136287
414,817.708,73.37582609
415,805.99,74.44261095
416,790.365,75.91429276
417,782.552,76.67222114
418,778.646,77.05683969
419,773.437,77.57580773
420,780.599,76.86404927
421,801.432,74.86598988
422,816.406,73.49284547
423,821.615,73.02690433
424,830.078,72.28236383
425,842.448,71.22101305
426,838.542,71.55276659
427,827.474,72.50983112
428,825.521,72.68137334
429,826.823,72.56692182
430,815.755,73.55149524
431,803.385,74.68399335
432,804.687,74.56315313
433,809.896,74.08358604
434,802.734,74.74456046
435,798.177,75.17129659
436,815.755,73.55149524
437,828.776,72.3959188
438,826.172,72.62410249
439,825.521,72.68137334
440,840.495,71.38650438
441,838.542,71.55276659
442,819.01,73.25917876
443,807.943,74.26266457
444,812.5,73.84615385
445,800.13,74.98781448
446,781.901,76.73605738
447,777.995,77.12131826
448,774.089,77.51046714
449,763.021,78.63479511
450,753.255,79.65430034
451,758.464,79.10724833
452,757.161,79.24338417
453,750.651,79.93062022
454,755.859,79.37988434
455,772.786,77.6411581
456,772.135,77.70661866
457,764.974,78.43403828
458,755.208,79.44831093
459,746.094,80.41882122
460,735.026,81.62976548
461,713.542,84.08755196
462,703.776,85.25439913
463,699.87,85.73020704
464,718.099,83.55393894
465,742.187,80.84215973
466,752.604,79.72320105
467,771.484,77.7721897
468,797.526,75.23265699
469,820.964,73.08481249
470,815.755,73.55149524
471,811.198,73.9646794
472,820.312,73.14290173
473,822.266,72.96908786
474,808.594,74.20287561
475,801.432,74.86598988
476,819.01,73.25917876
477,827.474,72.50983112
478,832.031,72.11269772
479,841.797,71.2760915
480,854.167,70.24387503
481,848.307,70.72911104
482,837.24,71.66403899
483,839.844,71.4418392
484,838.542,71.55276659
485,820.964,73.08481249
486,813.151,73.7870334
487,818.359,73.31745603
488,818.359,73.31745603
489,811.849,73.9053691
490,815.104,73.61023869
491,816.406,73.49284547
492,813.151,73.7870334
493,810.547,74.02408497
494,812.5,73.84615385
495,803.385,74.68399335
496,795.573,75.41734071
497,806.641,74.38253201
498,811.198,73.9646794
499,804.687,74.56315313
500,798.177,75.17129659
501,803.385,74.68399335
502,792.969,75.66500078
503,782.552,76.67222114
504,787.76,76.16532954
505,791.667,75.78944177
506,787.109,76.22832416
507,788.411,76.10243896
508,801.432,74.86598988
509,798.177,75.17129659
510,787.76,76.16532954
511,791.016,75.85181589
512,796.875,75.29411765
513,791.667,75.78944177
514,787.76,76.16532954
515,798.828,75.1100362
516,800.13,74.98781448
517,794.271,75.54096776
518,793.62,75.60293339
519,799.479,75.04887558
520,795.573,75.41734071
521,786.458,76.29142306
522,792.969,75.66500078
523,803.385,74.68399335
524,801.432,74.86598988
525,802.083,74.80522589
526,810.547,74.02408497
527,812.5,73.84615385
528,809.896,74.08358604
529,810.547,74.02408497
530,813.151,73.7870334
531,803.385,74.68399335
532,800.13,74.98781448
533,813.151,73.7870334
534,817.708,73.37582609
535,811.849,73.9053691
536,820.312,73.14290173
537,835.286,71.831684
538,826.823,72.56692182
539,813.802,73.72800755
540,810.547,74.02408497
541,806.641,74.38253201
542,789.714,75.97687264
543,776.042,77.31540303
544,782.552,76.67222114
545,785.807,76.35462652
546,785.807,76.35462652
547,779.297,76.99246885
548,777.344,77.18590482
549,775.391,77.38031522
550,778.646,77.05683969
551,775.391,77.38031522
552,774.74,77.4453365
553,794.922,75.47910361
554,820.964,73.08481249
555,831.38,72.16916452
556,845.052,71.00154783
557,865.885,69.29326643
558,871.745,68.82746675
559,869.792,68.98200949
560,865.234,69.34540252
561,875,68.57142857
562,855.469,70.1369658
563,835.286,71.831684
564,831.38,72.16916452
565,840.495,71.38650438
566,834.635,71.88771139
567,832.031,72.11269772
568,854.818,70.19037971
569,865.234,69.34540252
570,865.885,69.29326643
571,860.677,69.71256348
572,865.885,69.29326643
573,856.771,70.03038151
574,839.844,71.4418392
575,835.937,71.77574387
576,832.031,72.11269772
577,810.547,74.02408497
578,792.969,75.66500078
579,789.062,76.03965214
580,776.042,77.31540303
581,757.812,79.17530997
582,753.255,79.65430034
583,769.531,77.96956848
584,779.297,76.99246885
585,774.74,77.4453365
586,781.25,76.8
587,795.573,75.41734071
588,803.385,74.68399335
589,789.714,75.97687264
590,785.807,76.35462652
591,792.969,75.66500078
592,793.62,75.60293339
593,783.854,76.54486677
594,780.599,76.86404927
595,796.224,75.3556788
596,805.339,74.50278703
597,805.99,74.44261095
598,817.057,73.43428916
599,845.703,70.9468927
600,847.656,70.78343101
601,833.984,71.94382626
602,825.521,72.68137334
603,831.38,72.16916452
604,824.219,72.79618645
605,807.943,74.26266457
606,822.917,72.91136287
607,844.401,71.05628724
608,853.516,70.29745195
609,861.979,69.60726421
610,879.557,68.21615882
611,882.161,68.01479549
612,875.651,68.52044936
613,871.745,68.82746675
614,874.349,68.6224837
615,861.328,69.65987405
616,849.609,70.62072083
617,854.167,70.24387503
618,843.099,71.16601965
619,829.427,72.33909675
620,826.823,72.56692182
621,839.193,71.49725987
622,832.031,72.11269772
623,826.823,72.56692182
624,835.286,71.831684
625,830.729,72.22571982
626,814.453,73.66907605
627,792.318,75.72717015
628,787.109,76.22832416
629,768.88,78.03558423
630,755.208,79.44831093
631,766.927,78.23430392
632,786.458,76.29142306
633,792.969,75.66500078
634,801.432,74.86598988
635,819.01,73.25917876
636,828.125,72.45283019
637,816.406,73.49284547
638,803.385,74.68399335
639,812.5,73.84615385
640,822.917,72.91136287
641,818.359,73.31745603
642,822.266,72.96908786
643,844.401,71.05628724
644,858.724,69.87111109
645,850.26,70.5666502
646,840.495,71.38650438
647,852.865,70.35111067
648,860.026,69.76533268
649,845.703,70.9468927
650,841.797,71.2760915
651,852.865,70.35111067
652,854.167,70.24387503
653,848.958,70.67487438
654,849.609,70.62072083
655,871.094,68.878904
656,868.49,69.08542413
657,867.187,69.18922908
658,878.906,68.26668608
659,888.672,67.51647402
660,880.859,68.11532833
661,871.094,68.878904
662,885.417,67.76468037
663,888.021,67.56596972
664,873.698,68.67361491
665,865.885,69.29326643
666,869.141,69.03367808
667,851.562,70.45875697
668,829.427,72.33909675
669,821.615,73.02690433
670,828.776,72.3959188
671,815.104,73.61023869
672,803.385,74.68399335
673,815.104,73.61023869
674,832.682,72.05631922
675,833.984,71.94382626
676,837.24,71.66403899
677,862.63,69.55473378
678,875.651,68.52044936
679,869.141,69.03367808
680,859.375,69.81818182
681,869.141,69.03367808
682,864.583,69.39761712
683,850.26,70.5666502
684,856.771,70.03038151
685,874.349,68.6224837
686,873.047,68.72482237
687,862.63,69.55473378
688,861.328,69.65987405
689,865.234,69.34540252
690,847.005,70.83783449
691,836.589,71.71980507
692,843.75,71.11111111
693,852.214,70.40485136
694,838.542,71.55276659
695,813.151,73.7870334
696,810.547,74.02408497
697,802.734,74.74456046
698,796.875,75.29411765
699,789.714,75.97687264
700,799.479,75.04887558
701,806.641,74.38253201
702,804.687,74.56315313
703,800.781,74.92685266
704,798.177,75.17129659
705,791.016,75.85181589
706,791.016,75.85181589
707,807.292,74.32254996
708,833.333,72.0000288
709,852.865,70.35111067
710,856.12,70.08363314
711,871.094,68.878904
712,886.719,67.66517916
713,893.88,67.12310377
714,881.51,68.06502479
715,875.651,68.52044936
716,883.464,67.91448208
717,875.651,68.52044936
718,854.167,70.24387503
719,845.052,71.00154783
720,861.979,69.60726421
721,876.953,68.41871799
722,882.812,67.96464026
723,884.766,67.81454079
724,899.74,66.68593149
725,910.156,65.92276489
726,901.042,66.58957074
727,882.812,67.96464026
728,869.792,68.98200949
729,867.839,69.13724781
730,854.818,70.19037971
731,852.865,70.35111067
732,863.281,69.50228257
733,878.255,68.31728826
734,878.906,68.26668608
735,879.557,68.21615882
736,880.859,68.11532833
737,878.906,68.26668608
738,869.141,69.03367808
739,850.911,70.51266231
740,847.005,70.83783449
741,852.865,70.35111067
742,861.979,69.60726421
743,848.307,70.72911104
744,835.286,71.831684
745,843.099,71.16601965
746,852.865,70.35111067
747,843.099,71.16601965
748,830.729,72.22571982
749,830.729,72.22571982
750,829.427,72.33909675
751,815.104,73.61023869
752,792.318,75.72717015
753,787.76,76.16532954
754,796.875,75.29411765
755,800.13,74.98781448
756,792.969,75.66500078
757,793.62,75.60293339
758,791.667,75.78944177
759,777.995,77.12131826
760,753.255,79.65430034
761,728.516,82.35920694
762,720.703,83.25204696
763,712.24,84.24126699
764,708.984,84.62814394
765,710.937,84.39566375
766,720.703,83.25204696
767,743.49,80.70048017
768,748.698,80.13912151
769,751.953,79.79222106
770,766.927,78.23430392
771,785.156,76.41793478
772,785.807,76.35462652
773,773.437,77.57580773
774,776.693,77.25059966
775,774.089,77.51046714
776,802.083,74.80522589
777,744.141,80.62988063
778,743.49,80.70048017
779,757.161,79.24338417
780,759.766,78.97168339
781,764.323,78.50084323
782,736.979,81.41344597
783,836.589,71.71980507
784,803.385,74.68399335
785,803.385,74.68399335
786,807.292,74.32254996
787,814.453,73.66907605
788,807.292,74.32254996
789,761.068,78.83658228
790,809.896,74.08358604
791,814.453,73.66907605
792,810.547,74.02408497
793,810.547,74.02408497
794,823.568,72.85372914
795,829.427,72.33909675
796,814.453,73.66907605
797,802.734,74.74456046
798,805.99,74.44261095
799,811.198,73.9646794
800,801.432,74.86598988
801,797.526,75.23265699
802,810.547,74.02408497
803,819.661,73.20099407
804,810.547,74.02408497
805,794.922,75.47910361
806,788.411,76.10243896
807,779.948,76.92820547
808,763.672,78.56776208
809,750,80
810,751.953,79.79222106
811,761.068,78.83658228
812,764.974,78.43403828
813,757.161,79.24338417
814,761.719,78.76920492
815,775.391,77.38031522
816,787.109,76.22832416
817,788.411,76.10243896
818,783.203,76.60849103
819,787.76,76.16532954
820,784.505,76.48134811
821,764.974,78.43403828
822,742.187,80.84215973
823,724.609,82.80327735
824,720.052,83.32731525
825,710.937,84.39566375
826,699.219,85.81002519
827,696.615,86.1307896
828,695.312,86.29219688
829,694.01,86.45408568
830,686.849,87.35544494
831,682.943,87.85506257
832,682.943,87.85506257
833,684.245,87.68788957
834,690.755,86.86147766
835,695.312,86.29219688
836,714.193,84.01090462
837,742.839,80.77120345
838,763.021,78.63479511
839,771.484,77.7721897
840,779.948,76.92820547
841,793.62,75.60293339
842,833.984,71.94382626
843,783.203,76.60849103
844,783.203,76.60849103
845,798.177,75.17129659
846,798.828,75.1100362
847,796.875,75.29411765
848,770.833,77.8378715
849,831.38,72.16916452
850,831.38,72.16916452
851,824.219,72.79618645
852,831.38,72.16916452
853,828.776,72.3959188
854,820.964,73.08481249
855,815.755,73.55149524
856,814.453,73.66907605
857,819.661,73.20099407
858,821.615,73.02690433
859,824.87,72.73873459
860,807.292,74.32254996
861,781.25,76.8
862,766.927,78.23430392
863,750,80
864,726.562,82.58070199
865,711.589,84.31833544
866,707.031,84.86190846
867,713.542,84.08755196
868,764.974,78.43403828
869,786.458,76.29142306
870,819.661,73.20099407
871,850.911,70.51266231
872,871.094,68.878904
873,876.302,68.46954589
874,836.589,71.71980507
875,827.474,72.50983112
876,806.641,74.38253201
877,783.854,76.54486677
878,785.807,76.35462652
879,805.339,74.50278703
880,812.5,73.84615385
881,822.917,72.91136287
882,844.401,71.05628724
883,856.771,70.03038151
884,869.141,69.03367808
885,876.953,68.41871799
886,880.859,68.11532833
887,879.557,68.21615882
888,880.859,68.11532833
889,886.719,67.66517916
890,875.651,68.52044936
891,859.375,69.81818182
892,869.792,68.98200949
893,864.583,69.39761712
894,852.865,70.35111067
895,847.005,70.83783449
896,841.146,71.33125522
897,858.073,69.92412068
898,794.271,75.54096776
899,780.599,76.86404927
900,778.646,77.05683969
901,773.437,77.57580773
902,776.693,77.25059966
903,763.672,78.56776208
904,826.172,72.62410249
905,837.24,71.66403899
906,842.448,71.22101305
907,863.932,69.44991041
908,873.698,68.67361491
909,871.094,68.878904
910,872.396,68.77610626
911,885.417,67.76468037
912,877.604,68.36796551
913,863.932,69.44991041
914,878.255,68.31728826
915,888.021,67.56596972
916,875.651,68.52044936
917,867.839,69.13724781
918,875.651,68.52044936
919,862.63,69.55473378
920,835.286,71.831684
921,834.635,71.88771139
922,852.214,70.40485136
923,848.958,70.67487438
924,849.609,70.62072083
925,874.349,68.6224837
926,893.229,67.1720242
927,886.719,67.66517916
928,861.979,69.60726421
929,856.771,70.03038151
930,846.354,70.89232165
931,830.729,72.22571982
932,806.641,74.38253201
933,794.922,75.47910361
934,802.734,74.74456046
935,817.057,73.43428916
936,820.312,73.14290173
937,826.823,72.56692182
938,848.307,70.72911104
939,853.516,70.29745195
940,852.214,70.40485136
941,835.937,71.77574387
942,824.87,72.73873459
943,801.432,74.86598988
944,765.625,78.36734694
945,740.234,81.05545003
946,740.885,80.98422832
947,758.464,79.10724833
948,779.948,76.92820547
949,802.734,74.74456046
950,832.682,72.05631922
951,848.307,70.72911104
952,834.635,71.88771139
953,809.245,74.14318284
954,790.365,75.91429276
955,770.833,77.8378715
956,756.51,79.31157552
957,763.672,78.56776208
958,787.109,76.22832416
959,813.151,73.7870334
960,824.87,72.73873459
961,850.26,70.5666502
962,871.745,68.82746675
963,878.906,68.26668608
964,864.583,69.39761712
965,851.562,70.45875697
966,858.073,69.92412068
967,846.354,70.89232165
968,843.75,71.11111111
969,848.307,70.72911104
970,849.609,70.62072083
971,857.422,69.97721076
972,865.234,69.34540252
973,878.255,68.31728826
974,871.745,68.82746675
975,876.302,68.46954589
976,901.693,66.54149472
977,904.297,66.34988284
978,893.229,67.1720242
979,893.229,67.1720242
980,908.203,66.06452522
981,897.135,66.87956662
982,876.953,68.41871799
983,876.302,68.46954589
984,886.719,67.66517916
985,875.651,68.52044936
986,871.094,68.878904
987,893.88,67.12310377
988,902.995,66.44555064
989,912.76,65.73469477
990,918.62,65.31536435
991,930.99,64.4475236
992,920.573,65.17679749
993,906.25,66.20689655
994,913.411,65.68784479
995,902.995,66.44555064
996,873.698,68.67361491
997,858.073,69.92412068
998,860.026,69.76533268
999,850.911,70.51266231
1000,831.38,72.16916452
1001,832.682,72.05631922
1002,846.354,70.89232165
1003,841.797,71.2760915
1004,832.031,72.11269772
1005,830.078,72.28236383
1006,829.427,72.33909675
1007,809.896,74.08358604
1008,798.177,75.17129659
1009,804.036,74.62352432
1010,800.13,74.98781448
1011,794.271,75.54096776
1012,787.76,76.16532954
1013,787.109,76.22832416
1014,777.344,77.18590482
1015,757.161,79.24338417
1016,741.536,80.91313166
1017,717.448,83.62975435
1018,715.495,83.85802836
1019,728.516,82.35920694
1020,729.818,82.21227758
1021,745.443,80.48905148
1022,773.437,77.57580773
1023,817.057,73.43428916
1024,826.823,72.56692182
1025,831.38,72.16916452
1026,857.422,69.97721076
1027,869.792,68.98200949
1028,874.349,68.6224837
1029,899.74,66.68593149
1030,850.911,70.51266231
1031,841.797,71.2760915
1032,833.984,71.94382626
1033,824.87,72.73873459
1034,812.5,73.84615385
1035,770.833,77.8378715
1036,832.031,72.11269772
1037,847.005,70.83783449
1038,839.193,71.49725987
1039,843.75,71.11111111
1040,860.677,69.71256348
1041,873.047,68.72482237
1042,856.12,70.08363314
1043,845.052,71.00154783
1044,853.516,70.29745195
1045,843.75,71.11111111
1046,832.031,72.11269772
1047,831.38,72.16916452
1048,854.818,70.19037971
1049,851.562,70.45875697
1050,842.448,71.22101305
1051,850.26,70.5666502
1052,860.026,69.76533268
1053,847.005,70.83783449
1054,828.125,72.45283019
1055,843.75,71.11111111
1056,854.167,70.24387503
1057,886.719,67.66517916
1058,838.542,71.55276659
1059,854.818,70.19037971
1060,858.724,69.87111109
1061,837.891,71.60835956
1062,830.729,72.22571982
1063,805.339,74.50278703
1064,847.656,70.78343101
1065,831.38,72.16916452
1066,834.635,71.88771139
1067,854.818,70.19037971
1068,853.516,70.29745195
1069,847.656,70.78343101
1070,852.214,70.40485136
1071,859.375,69.81818182
1072,844.401,71.05628724
1073,828.125,72.45283019
1074,831.38,72.16916452
1075,830.729,72.22571982
1076,814.453,73.66907605
1077,812.5,73.84615385
1078,827.474,72.50983112
1079,832.031,72.11269772
1080,827.474,72.50983112
1081,828.125,72.45283019
1082,838.542,71.55276659
1083,868.49,69.08542413
1084,822.266,72.96908786
1085,823.568,72.85372914
1086,823.568,72.85372914
1087,847.656,70.78343101
1088,807.943,74.26266457
1089,784.505,76.48134811
1090,819.01,73.25917876
1091,817.057,73.43428916
1092,826.172,72.62410249
1093,794.922,75.47910361
1094,825.521,72.68137334
1095,822.917,72.91136287
1096,837.891,71.60835956
1097,837.24,71.66403899
1098,834.635,71.88771139
1099,849.609,70.62072083
1100,858.073,69.92412068
1101,847.005,70.83783449
1102,873.698,68.67361491
1103,845.052,71.00154783
1104,828.776,72.3959188
1105,804.036,74.62352432
1106,777.344,77.18590482
1107,791.016,75.85181589
1108,697.266,86.05037389
1109,708.333,84.70592221
1110,701.172,85.57101539
1111,697.266,86.05037389
1112,705.078,85.096968
1113,692.057,86.698061
1114,735.026,81.62976548
1115,753.255,79.65430034
1116,768.88,78.03558423
1117,828.776,72.3959188
1118,798.177,75.17129659
1119,804.036,74.62352432
1120,822.266,72.96908786
1121,824.219,72.79618645
1122,824.87,72.73873459
1123,817.708,73.37582609
1124,826.823,72.56692182
1125,837.891,71.60835956
1126,832.031,72.11269772
1127,834.635,71.88771139
1128,839.193,71.49725987
1129,814.453,73.66907605
1130,849.609,70.62072083
1131,884.115,67.86447464
1132,861.328,69.65987405
1133,865.234,69.34540252
1134,872.396,68.77610626
1135,867.839,69.13724781
1136,882.812,67.96464026
1137,886.068,67.71489321
1138,881.51,68.06502479
1139,907.552,66.11191425
1140,861.979,69.60726421
1141,864.583,69.39761712
1142,848.307,70.72911104
1143,797.526,75.23265699
1144,830.078,72.28236383
1145,798.177,75.17129659
1146,831.38,72.16916452
1147,817.708,73.37582609
1148,699.87,85.73020704
1149,684.245,87.68788957
1150,719.401,83.40271976
1151,684.896,87.60454142
1152,680.99,88.10702066
1153,678.385,88.44535183
1154,796.224,75.3556788
