History Index - RR,R-R Interval(ms) - RR
2042,971.354
2043,973.307
2044,954.427
2045,969.401
2046,1005.21
2047,1004.56
2048,988.932
2049,995.443
2050,1004.56
2051,983.073
2052,979.818
2053,1016.28
2054,1033.85
2055,1034.51
2056,1054.04
2057,1087.24
2058,1084.64
2059,1052.73
2060,1053.39
2061,1077.47
2062,1072.92
2063,1064.45
2064,1069.66
2065,1070.96
2066,1058.59
2067,1056.64
2068,1062.5
2069,1058.59
2070,1047.53
2071,1050.78
2072,1072.92
2073,1076.17
2074,1066.41
2075,1050.78
2076,1063.15
2077,1087.24
2078,1079.43
2079,1049.48
2080,1046.87
2081,1076.17
2082,1073.57
2083,1046.87
2084,1035.16
2085,1063.8
2086,1069.01
2087,1057.29
2088,1045.57
2089,1037.11
2090,1021.48
2091,987.63
2092,991.536
2093,999.349
2094,1016.93
2095,1043.62
2096,1050.78
2097,1050.78
2098,1045.57
2099,1037.11
2100,1031.25
2101,1018.23
2102,1016.28
2103,1045.57
2104,1054.69
2105,1060.55
2106,1039.71
2107,1020.83
2108,1028.65
2109,1041.02
2110,1041.67
2111,1024.74
2112,1045.57
2113,1097.01
2114,1118.49
2115,1089.84
2116,1072.27
2117,1091.15
2118,1097.66
2119,1081.38
2120,1058.59
2121,1040.36
2122,1029.3
2123,1041.67
2124,1027.99
2125,992.187
2126,964.193
2127,963.542
2128,986.979
2129,925.781
2130,817.708
2131,906.25
2132,893.88
2133,863.932
2134,797.526
2135,777.344
2136,834.635
2137,732.422
2138,739.583
2139,745.443
2140,759.115
2141,798.177
2142,842.448
2143,869.141
2144,888.672
2145,929.036
2146,978.516
2147,1005.86
2148,1005.86
2149,1024.74
2150,1069.66
2151,1094.4
2152,1100.26
2153,1064.45
2154,1055.34
2155,909.505
2156,850.911
2157,839.193
2158,800.13
2159,814.453
2160,869.792
2161,1025.39
2162,1061.2
2163,1084.64
2164,1141.93
2165,1156.9
2166,1137.37
2167,1152.99
2168,1159.51
2169,1121.09
2170,1108.72
2171,1134.11
2172,1125.65
2173,1083.33
2174,1083.98
2175,1121.74
2176,1126.95
2177,1083.33
2178,1063.15
2179,1107.42
2180,1049.48
2181,1041.02
2182,1008.46
2183,1036.46
2184,1070.31
2185,1042.32
2186,1091.15
2187,1103.52
2188,1133.46
2189,1128.26
2190,1097.66
2191,1123.05
2192,1145.18
2193,1127.6
2194,1101.56
2195,1103.52
2196,1139.97
2197,1123.7
2198,1102.21
2199,1085.29
2200,1101.56
2201,1110.68
2202,1080.08
2203,1072.27
2204,1096.35
2205,1116.54
2206,1109.37
2207,1083.33
2208,1100.26
2209,1112.63
2210,1095.05
2211,1062.5
2212,1070.31
2213,1098.31
2214,1091.15
2215,1065.1
2216,1050.13
2217,1070.31
2218,1070.96
2219,1046.22
2220,1019.53
2221,1027.34
2222,1055.34
2223,1061.2
2224,1037.11
2225,1020.83
2226,1046.87
2227,1064.45
2228,1060.55
2229,1035.16
2230,1042.32
2231,1074.87
2232,1078.12
2233,1046.87
2234,1014.32
2235,1042.32
2236,1055.99
2237,1043.62
2238,1014.97
2239,1002.6
2240,1030.6
2241,1027.34
2242,1057.29
2243,1008.46
2244,1011.07
2245,1047.53
2246,1043.62
2247,1020.83
2248,966.797
2249,1024.09
2250,1043.62
2251,1063.8
2252,1011.72
2253,996.745
2254,1017.58
2255,1025.39
2256,1028.65
2257,983.724
2258,1026.69
2259,1076.17
2260,1085.94
2261,1070.96
2262,1048.18
2263,1057.29
2264,1076.82
2265,1066.41
2266,1044.27
2267,1031.9
2268,1063.15
2269,1090.49
2270,1098.96
2271,1078.12
2272,1065.1
2273,1087.89
2274,1102.86
2275,1106.12
2276,1087.24
2277,1091.8
2278,1137.37
2279,1149.09
2280,1121.74
2281,1082.03
2282,1067.06
2283,1076.82
2284,1059.24
2285,1022.79
2286,1009.11
2287,1033.85
2288,1049.48
2289,1029.3
2290,998.698
2291,1001.95
2292,1024.74
2293,1040.36
2294,983.073
2295,974.609
2296,1006.51
2297,1027.34
2298,1044.92
2299,968.099
2300,997.396
2301,1031.9
2302,1033.85
2303,1033.85
2304,984.375
2305,1022.79
2306,1058.59
2307,1061.2
2308,1034.51
2309,1009.77
2310,1044.27
2311,1074.87
2312,1063.8
2313,1037.76
2314,1045.57
2315,1072.27
2316,1007.16
2317,1002.6
2318,971.354
2319,970.052
2320,1002.6
2321,1001.3
2322,1041.02
2323,1024.74
2324,1083.33
2325,1123.05
2326,1093.1
2327,1084.64
2328,1117.84
2329,1137.37
2330,1105.47
2331,1067.71
2332,1087.89
2333,1103.52
2334,1081.38
2335,1052.73
2336,1051.43
2337,1069.66
2338,1096.35
2339,1031.25
2340,1006.51
2341,1026.04
2342,1046.87
2343,1048.18
2344,993.49
2345,1020.18
2346,1055.34
2347,1062.5
2348,1076.17
2349,1016.93
2350,1006.51
2351,1035.16
2352,1044.27
2353,1033.85
2354,996.745
2355,1031.25
2356,1059.24
2357,1069.66
2358,1055.34
2359,1040.36
2360,1035.16
2361,1078.12
2362,1097.01
2363,1088.54
2364,1077.47
2365,1077.47
2366,1109.37
2367,1104.82
2368,1126.3
2369,1076.17
2370,1062.5
2371,1083.33
2372,1082.68
2373,1099.61
2374,1009.77
2375,1039.06
2376,1078.78
2377,1087.24
2378,1064.45
2379,1008.46
2380,1058.59
2381,1082.68
2382,1069.01
2383,1037.11
2384,1020.83
2385,1047.53
2386,1057.29
2387,1072.92
2388,1016.28
2389,1009.11
2390,1042.32
2391,1048.18
2392,1059.24
2393,981.771
2394,1016.93
2395,1052.08
2396,1046.22
2397,1024.09
2398,979.167
2399,1037.11
2400,1068.36
2401,1090.49
2402,1037.76
2403,1026.69
2404,1050.78
2405,1050.13
2406,1040.36
2407,991.536
2408,1018.23
2409,1054.04
2410,1072.92
2411,1082.68
2412,1065.76
2413,1060.55
2414,1093.1
2415,1095.7
2416,1079.43
2417,1049.48
2418,1047.53
2419,1076.82
2420,1076.82
2421,1046.87
2422,1015.62
2423,1024.09
2424,1050.78
2425,1046.22
2426,1014.97
2427,996.094
2428,1027.99
2429,1056.64
2430,1092.45
2431,1043.62
2432,1053.39
2433,1112.63
2434,1126.95
2435,1106.77
2436,1044.92
2437,1096.35
2438,1126.3
2439,1111.33
2440,1080.73
2441,1069.01
2442,1101.56
2443,1108.72
2444,1126.95
2445,1059.24
2446,1039.71
2447,1052.73
2448,1054.04
2449,1041.67
2450,989.583
2451,1036.46
2452,1097.66
2453,1111.98
2454,1086.59
2455,1082.68
2456,1120.44
2457,1148.44
2458,1156.25
2459,1086.59
2460,1063.15
2461,1055.34
2462,1037.76
2463,1013.02
2464,953.776
2465,985.026
2466,1033.2
2467,1059.9
2468,1052.08
2469,1041.02
2470,1055.99
2471,1089.84
2472,1082.03
2473,1052.73
2474,1030.6
2475,1044.92
2476,1074.22
2477,1066.41
2478,1040.36
2479,1038.41
2480,1081.38
2481,1095.05
2482,1059.24
2483,1039.71
2484,1071.61
2485,1098.31
2486,1067.06
2487,1042.97
2488,1067.71
2489,1097.66
2490,1088.54
2491,1061.2
2492,1070.96
2493,1112.63
2494,1113.28
2495,1085.94
2496,1061.85
2497,1093.1
2498,1114.58
2499,1122.4
2500,1061.2
2501,1054.69
2502,1097.66
2503,1104.17
2504,1087.89
2505,1036.46
2506,1083.33
2507,1126.95
2508,1115.89
2509,1088.54
2510,1072.92
2511,1106.77
2512,1132.81
2513,1119.14
2514,1095.7
2515,1090.49
2516,1121.09
2517,1111.98
2518,1089.19
2519,1061.85
2520,1051.43
2521,1080.73
2522,1078.12
2523,1097.01
2524,1035.81
2525,1035.16
2526,1073.57
2527,1063.15
2528,1032.55
2529,992.187
2530,1066.41
2531,1093.1
2532,1059.24
2533,1029.95
2534,1047.53
2535,1063.8
2536,1078.78
2537,1012.37
2538,995.443
2539,1014.97
2540,1021.48
2541,1024.09
2542,972.005
2543,1007.16
2544,1053.39
2545,1076.17
2546,1066.41
2547,1027.99
2548,990.885
2549,849.609
2550,823.568
2551,755.859
2552,626.953
2553,494.141
2554,413.411
2555,572.917
2556,495.443
2557,483.073
2558,552.734
2559,654.297
2560,721.354
2561,660.156
2562,710.937
2563,705.078
2564,704.427
2565,706.38
2566,724.609
2567,740.234
2568,725.26
2569,730.469
2570,736.328
2571,758.464
2572,800.13
2573,833.333
2574,848.958
2575,885.417
2576,932.292
2577,961.589
2578,942.057
2579,940.755
2580,986.328
2581,1034.51
2582,1037.76
2583,1039.71
2584,1098.31
2585,1147.14
2586,1155.6
2587,1115.23
2588,1121.74
2589,1152.99
2590,1143.88
2591,1117.19
2592,1078.78
2593,1097.01
2594,1121.09
2595,1111.98
2596,1089.84
2597,1060.55
2598,1088.54
2599,1093.75
2600,1071.61
2601,1045.57
2602,1026.04
2603,1057.94
2604,1069.01
2605,1070.31
2606,1046.87
2607,1045.57
2608,1079.43
2609,1089.84
2610,1075.52
2611,1045.57
2612,1071.61
2613,1106.77
2614,1108.07
2615,1078.78
2616,1055.99
2617,1085.29
2618,1083.98
2619,1070.96
2620,1039.71
2621,1035.16
2622,1063.15
2623,1057.94
2624,1054.69
2625,1018.88
2626,1016.93
2627,1044.27
2628,1054.69
2629,1042.32
2630,1017.58
2631,1038.41
2632,1079.43
2633,1071.61
2634,1035.16
2635,1023.44
2636,1058.59
2637,1073.57
2638,1042.97
2639,1021.48
2640,1041.67
2641,1065.1
2642,1051.43
2643,1018.88
2644,1014.97
2645,1044.92
2646,1054.69
2647,1046.22
2648,1022.14
2649,1021.48
2650,1053.39
2651,1055.99
2652,1047.53
2653,1043.62
2654,1078.78
2655,1126.95
2656,1130.21
2657,1106.12
2658,1097.66
2659,1121.74
2660,1125.65
2661,1108.72
2662,1076.82
2663,1085.94
2664,1108.07
2665,1108.07
2666,1093.75
2667,1091.8
2668,1118.49
2669,1132.81
2670,1121.74
2671,1098.31
2672,1097.66
2673,1108.07
2674,1110.03
2675,1095.05
2676,1068.36
2677,1075.52
2678,1093.1
2679,1083.33
2680,1055.99
2681,1056.64
2682,1096.35
2683,1112.63
2684,1087.89
2685,1076.17
2686,1105.47
2687,1120.44
2688,1093.1
2689,1076.17
2690,1099.61
2691,1116.54
2692,1087.24
2693,1065.76
2694,1092.45
2695,1102.86
2696,1079.43
2697,1058.59
2698,1082.68
2699,1098.96
2700,1066.41
2701,1049.48
2702,1074.22
2703,1094.4
2704,1073.57
2705,1060.55
2706,1094.4
2707,1117.19
2708,1095.7
2709,1082.68
2710,1131.51
2711,1140.62
2712,1117.19
2713,1090.49
2714,1097.01
2715,1121.09
2716,1107.42
2717,1102.86
2718,1100.91
2719,1128.91
2720,1144.53
2721,1130.86
2722,1093.1
2723,1087.24
2724,1113.28
2725,1125.65
2726,1101.56
2727,1075.52
2728,1091.15
2729,1105.47
2730,1089.84
2731,1051.43
2732,1056.64
2733,1096.35
2734,1100.91
2735,1081.38
2736,1072.92
2737,1101.56
2738,1113.28
2739,1081.38
2740,1056.64
2741,1077.47
2742,1087.89
2743,1057.29
2744,1051.43
2745,1074.22
2746,1100.26
2747,1091.15
2748,1070.31
2749,1082.03
2750,1097.01
2751,1093.75
2752,1070.96
2753,1046.87
2754,1072.27
2755,1089.84
2756,1072.92
2757,1044.27
2758,1047.53
2759,1073.57
2760,1074.87
2761,1061.85
2762,1049.48
2763,1059.9
2764,1084.64
2765,1088.54
2766,1060.55
2767,1037.11
2768,1045.57
2769,1059.24
2770,1026.69
2771,1010.42
2772,1047.53
2773,1071.61
2774,1061.85
2775,1057.94
2776,1100.26
2777,1123.05
2778,1092.45
2779,1084.64
2780,1108.07
2781,1123.7
2782,1092.45
2783,1065.1
2784,1080.73
2785,1089.19
2786,1070.96
2787,1041.02
2788,1059.24
2789,1076.17
2790,1059.9
2791,1041.02
2792,1062.5
2793,1095.05
2794,1095.7
2795,1086.59
2796,1099.61
2797,1127.6
2798,1129.56
2799,1113.28
2800,1090.49
2801,1101.56
2802,1113.28
2803,1106.12
2804,1079.43
2805,1075.52
2806,1090.49
2807,1087.89
2808,1055.34
2809,1038.41
2810,1060.55
2811,1075.52
2812,1066.41
2813,1054.69
2814,1083.33
2815,1102.86
2816,1081.38
2817,1052.73
2818,1067.06
2819,1088.54
2820,1069.01
2821,1056.64
2822,1082.03
2823,1110.03
2824,1109.37
2825,1085.94
2826,1091.15
2827,1105.47
2828,1102.21
2829,1079.43
2830,1060.55
2831,1072.92
2832,1074.22
2833,1049.48
2834,1031.25
2835,1052.73
2836,1070.96
2837,1057.29
2838,1054.69
2839,1078.12
2840,1094.4
2841,1072.27
2842,1044.92
2843,1056.64
2844,1066.41
2845,1057.94
2846,1032.55
2847,1039.06
2848,1065.1
2849,1067.71
2850,1048.83
2851,1035.81
2852,1061.2
2853,1078.12
2854,1067.71
2855,1045.57
2856,1001.95
2857,1034.51
2858,1028.65
2859,999.349
2860,995.443
2861,1033.85
2862,1101.56
2863,1096.35
2864,1069.01
2865,1041.67
2866,1018.23
2867,1019.53
2868,992.839
2869,962.891
2870,1007.16
2871,1063.8
2872,1082.03
2873,1055.34
2874,1094.4
2875,1136.07
2876,1118.49
2877,1166.02
2878,1198.57
2879,1205.08
2880,1175.13
2881,1163.41
2882,1166.02
2883,1094.4
2884,1057.29
2885,1080.08
2886,1110.03
2887,1108.72
2888,1104.82
2889,1143.88
2890,1179.04
2891,1151.69
2892,1143.23
2893,1151.69
2894,1164.71
2895,1130.86
2896,1112.63
2897,1134.11
2898,1135.42
2899,1104.82
2900,1083.98
2901,1101.56
2902,1109.37
2903,1082.68
2904,1050.13
2905,1069.66
2906,1078.12
2907,1061.2
2908,1043.62
2909,1065.76
2910,1085.29
2911,1059.24
2912,1039.71
2913,1022.79
2914,984.375
2915,807.292
2916,789.714
2917,798.177
2918,832.031
2919,878.906
2920,912.109
2921,1057.29
2922,1080.73
2923,1093.1
2924,1074.87
2925,1073.57
2926,1123.05
2927,1162.11
2928,1150.39
2929,1186.85
2930,1203.78
2931,1190.1
2932,1148.44
2933,1150.39
2934,1182.94
2935,1152.34
2936,1128.91
2937,1130.86
2938,1151.69
2939,1132.81
2940,1091.15
2941,1097.66
2942,1102.21
2943,1064.45
2944,1009.77
2945,976.562
2946,974.609
2947,926.432
2948,893.229
2949,934.245
2950,981.771
2951,995.443
2952,1012.37
2953,1033.2
2954,1065.1
2955,966.146
2956,902.344
2957,859.375
2958,796.224
2959,778.646
2960,659.505
2961,597.005
2962,625
2963,586.589
2964,584.635
2965,550.13
2966,615.234
2967,707.031
2968,684.896
2969,726.562
2970,731.771
2971,740.885
2972,766.927
2973,808.594
2974,856.771
2975,906.25
2976,929.687
2977,932.943
2978,912.76
2979,869.141
2980,861.328
2981,849.609
2982,887.37
2983,956.38
2984,1020.83
2985,1072.27
2986,1074.22
2987,1099.61
2988,1120.44
2989,1109.37
2990,1093.1
2991,1125.65
2992,1154.3
2993,1130.21
2994,1093.75
2995,1113.28
2996,1139.97
2997,1106.12
2998,1068.36
2999,1093.75
3000,1119.79
3001,1091.15
3002,1052.08
3003,1022.79
3004,1003.91
3005,1017.58
3006,1011.07
3007,993.49
3008,992.839
3009,1041.02
3010,1092.45
3011,1054.04
3012,1029.3
3013,1049.48
3014,1070.31
3015,1035.81
3016,985.026
3017,971.354
3018,1017.58
3019,1030.6
3020,1006.51
3021,1033.85
3022,1097.01
3023,1147.79
3024,1115.23
3025,1098.31
3026,1136.07
3027,1143.23
3028,1102.21
3029,1050.13
3030,1035.81
3031,1046.22
3032,1035.16
3033,1009.11
3034,995.443
3035,1017.58
3036,1041.67
3037,1035.81
3038,1013.02
3039,1000
3040,1024.09
3041,1041.67
3042,1029.3
3043,1008.46
3044,1002.6
3045,1022.79
3046,1035.16
3047,1026.04
3048,1013.67
3049,1009.11
3050,1043.62
3051,1055.99
3052,1044.92
3053,1020.83
3054,1008.46
3055,1003.26
3056,991.536
3057,986.328
3058,968.75
3059,1001.3
3060,1038.41
3061,1065.1
3062,1039.06
3063,1005.21
3064,1017.58
3065,1024.74
3066,1024.09
3067,1008.46
3068,1016.28
3069,1051.43
3070,1079.43
3071,1068.36
3072,1044.92
3073,1055.34
3074,1096.35
3075,1094.4
3076,1059.24
3077,1040.36
3078,1070.96
3079,1095.7
3080,1076.17
3081,1061.85
3082,1061.2
3083,1098.96
3084,1108.07
3085,1082.68
3086,1074.22
3087,1103.52
3088,1139.97
3089,1121.09
3090,1083.33
3091,1074.87
3092,1080.73
3093,1071.61
3094,1058.59
3095,1036.46
3096,1020.83
3097,1030.6
3098,1037.76
3099,1036.46
3100,1014.32
3101,1020.18
3102,1057.94
3103,1071.61
3104,1052.08
3105,1024.09
3106,1039.71
3107,1052.73
3108,1027.34
3109,986.979
3110,982.422
3111,1014.97
3112,1011.72
3113,991.536
3114,990.234
3115,1020.83
3116,1038.41
3117,1006.51
3118,984.375
3119,1018.23
3120,1052.73
3121,1057.29
3122,1040.36
3123,1072.27
3124,1111.98
3125,1106.12
3126,1073.57
3127,1043.62
3128,1060.55
3129,1057.29
3130,1045.57
3131,1014.32
3132,1015.62
3133,1039.06
3134,1038.41
3135,1020.83
3136,991.536
3137,989.583
3138,1003.26
3139,1001.95
3140,984.375
3141,972.005
3142,990.234
3143,1015.62
3144,1001.3
3145,981.12
3146,999.349
3147,1032.55
3148,1038.41
3149,1020.18
3150,1017.58
3151,1044.27
3152,1054.04
3153,1034.51
3154,1013.02
3155,1020.18
3156,1045.57
3157,1042.97
3158,1016.93
3159,1013.02
3160,1046.87
3161,1067.71
3162,1055.34
3163,1043.62
3164,1076.17
3165,1106.12
3166,1106.77
3167,1085.94
3168,1084.64
3169,1097.66
3170,1090.49
3171,1063.15
3172,1031.9
3173,1049.48
3174,1067.71
3175,1075.52
3176,1051.43
3177,1047.53
3178,1070.96
3179,1074.87
3180,1070.31
3181,1042.97
3182,1036.46
3183,1050.78
3184,1057.29
3185,1044.27
3186,1013.67
3187,1011.72
3188,1021.48
3189,1026.04
3190,997.396
3191,977.214
3192,1005.21
3193,1036.46
3194,1032.55
3195,1014.97
3196,1043.62
3197,1076.17
3198,1069.66
3199,1033.85
3200,1038.41
3201,1053.39
3202,1046.22
3203,1016.28
3204,994.141
3205,1019.53
3206,1050.13
3207,1060.55
3208,1050.13
3209,1058.59
3210,1091.8
3211,1104.17
3212,1074.87
3213,1050.13
3214,1072.27
3215,1097.66
3216,1093.75
3217,1066.41
3218,1067.06
3219,1089.84
3220,1082.03
3221,1052.73
3222,1033.2
3223,1046.87
3224,1056.64
3225,1042.97
3226,1009.77
3227,997.396
3228,1007.81
3229,1018.88
3230,1022.14
3231,1011.72
3232,1023.44
3233,1052.08
3234,1066.41
3235,1061.2
3236,1039.71
3237,1035.16
3238,1054.69
3239,996.094
3240,1000.65
3241,977.865
3242,973.307
3243,992.839
3244,999.349
3245,1048.18
3246,1024.09
3247,1065.76
3248,1106.77
3249,1124.35
3250,1102.21
3251,1121.09
3252,1152.34
3253,1140.62
3254,1113.93
3255,1083.33
3256,1106.12
3257,1109.37
3258,1074.22
3259,1046.87
3260,1050.78
3261,1071.61
3262,1056.64
3263,1025.39
3264,1018.88
3265,1031.9
3266,1035.16
3267,1020.83
3268,1000.65
3269,996.094
3270,1016.28
3271,1031.9
3272,1026.04
3273,1009.77
3274,1016.93
3275,1052.73
3276,1063.15
3277,1042.32
3278,1031.9
3279,1055.34
3280,1081.38
3281,1079.43
3282,1066.41
3283,1053.39
3284,1076.17
3285,1090.49
3286,1088.54
3287,1066.41
3288,1051.43
3289,1074.22
3290,1074.87
3291,1067.06
3292,1044.27
3293,1034.51
3294,1052.08
3295,1058.59
3296,1049.48
3297,1022.79
3298,1022.79
3299,1048.83
3300,1050.78
3301,1031.25
3302,1009.77
3303,1021.48
3304,1046.87
3305,1049.48
3306,1036.46
3307,1026.04
3308,1055.99
3309,1076.17
3310,1069.66
3311,1046.87
3312,1042.32
3313,1073.57
3314,1078.78
3315,1057.29
3316,1033.85
3317,1063.15
3318,1095.05
3319,1087.89
3320,1057.29
3321,1057.29
3322,1087.89
3323,1088.54
3324,1072.27
3325,1048.18
3326,1047.53
3327,1063.15
3328,1048.83
3329,1018.88
3330,994.792
3331,1006.51
3332,1028.65
3333,1022.79
3334,1005.86
3335,1001.95
3336,1032.55
3337,1042.97
3338,1039.71
3339,1022.79
3340,1021.48
3341,1035.81
3342,1035.16
3343,1028.65
3344,1013.02
3345,1005.86
3346,1029.3
3347,1041.67
3348,1029.95
3349,1013.67
3350,1016.28
3351,1042.97
3352,1044.92
3353,1028.65
3354,1015.62
3355,1020.83
3356,1046.87
3357,1050.13
3358,1042.32
3359,1031.9
3360,1033.85
3361,1060.55
3362,1058.59
3363,1048.18
3364,1031.9
3365,1037.11
3366,1058.59
3367,1050.13
3368,1040.36
3369,1025.39
3370,1021.48
3371,1037.76
3372,1035.81
3373,1035.16
3374,1015.62
3375,1011.07
3376,1031.9
3377,1032.55
3378,1026.04
3379,1006.51
3380,1005.86
3381,1028.65
3382,1040.36
3383,1026.04
3384,1005.86
3385,1005.86
3386,1030.6
3387,1038.41
3388,1013.02
3389,1001.3
3390,1035.16
3391,1063.15
3392,1058.59
3393,1036.46
3394,1029.3
3395,1055.99
3396,1062.5
3397,1058.59
3398,1042.97
3399,1040.36
3400,1070.31
3401,1074.22
3402,1056.64
3403,1032.55
3404,1023.44
3405,1041.67
3406,1031.9
3407,1018.88
3408,1000.65
3409,1001.95
3410,1035.81
3411,1041.67
3412,1035.16
3413,1017.58
3414,1033.2
3415,1055.99
3416,1048.83
3417,1024.09
3418,1011.72
3419,1034.51
3420,1040.36
3421,1022.79
3422,993.49
3423,983.724
3424,992.839
3425,986.979
3426,961.589
3427,947.266
3428,973.958
3429,1007.16
3430,1015.62
3431,1003.91
3432,1007.16
3433,1040.36
3434,1048.18
3435,1045.57
3436,1035.81
3437,1040.36
3438,1063.8
3439,1060.55
3440,1048.18
3441,1024.09
3442,1026.04
3443,1046.22
3444,1050.78
3445,1046.22
3446,1033.85
3447,1043.62
3448,1061.2
3449,1057.94
3450,1029.95
3451,1005.86
3452,1025.39
3453,1050.13
3454,1047.53
3455,1026.69
3456,1026.69
3457,1054.69
3458,1069.01
3459,1057.29
3460,1038.41
3461,1034.51
3462,1046.87
3463,1046.87
3464,1026.69
3465,1005.21
3466,1004.56
3467,1026.04
3468,1044.27
3469,1038.41
3470,1021.48
3471,1021.48
3472,1041.67
3473,1047.53
3474,1038.41
3475,1021.48
3476,1020.18
3477,1048.83
3478,1053.39
3479,1044.27
3480,1029.3
3481,1028.65
3482,1048.18
3483,1043.62
3484,1024.74
3485,1000.65
3486,998.047
3487,1016.93
3488,964.193
3489,967.448
3490,947.266
3491,960.286
3492,991.536
3493,995.443
3494,1030.6
3495,999.349
3496,1037.11
3497,1065.76
3498,1057.94
3499,1044.27
3500,1058.59
3501,1093.1
3502,1102.21
3503,1076.17
3504,1048.83
3505,1059.24
3506,1077.47
3507,1076.17
3508,1053.39
3509,1045.57
3510,1070.31
3511,1085.29
3512,1080.08
3513,1054.69
3514,1041.02
3515,1057.29
3516,1072.27
3517,1059.24
3518,1034.51
3519,1032.55
3520,1065.76
3521,1062.5
3522,1024.09
3523,1005.21
3524,1029.3
3525,1050.13
3526,1029.95
3527,1016.28
3528,1037.76
3529,1065.1
3530,1057.29
3531,1041.02
3532,1035.81
3533,1072.27
3534,1081.38
3535,1067.71
3536,1048.83
3537,1062.5
3538,1093.75
3539,1081.38
3540,1057.94
3541,1039.06
3542,1059.9
3543,1070.31
3544,1050.13
3545,1024.09
3546,1003.26
3547,1001.3
3548,1006.51
3549,996.745
3550,980.469
3551,994.792
3552,1042.97
3553,1081.38
3554,1064.45
3555,1042.32
3556,1058.59
3557,1071.61
3558,1052.73
3559,1015.62
3560,998.698
3561,1019.53
3562,1027.34
3563,1025.39
3564,1015.62
3565,1016.93
3566,1035.81
3567,1038.41
3568,1034.51
3569,1015.62
3570,1005.86
3571,1027.34
3572,1046.87
3573,1042.97
3574,1025.39
3575,1029.3
3576,1071.61
3577,1078.78
3578,1058.59
3579,1038.41
3580,1054.69
3581,1070.31
3582,1054.04
3583,1035.81
3584,1025.39
3585,1054.04
3586,1064.45
3587,1055.99
3588,1031.9
3589,1028.65
3590,1054.69
3591,1045.57
3592,1018.88
3593,996.094
3594,1005.86
3595,1028.65
3596,1019.53
3597,1003.26
3598,990.885
3599,1009.77
3600,1025.39
3601,1011.72
3602,992.187
3603,985.026
3604,1010.42
3605,1019.53
3606,1008.46
3607,996.094
3608,988.281
3609,1001.3
3610,1005.21
3611,999.349
3612,992.839
3613,1018.88
3614,1083.98
3615,1123.7
3616,1114.58
3617,1125.65
3618,1168.62
3619,1181.64
3620,1142.58
3621,1115.89
3622,1141.93
3623,1151.04
3624,1108.07
3625,1067.71
3626,1089.84
3627,1115.23
3628,1111.33
3629,1087.24
3630,1083.98
3631,1111.33
3632,1104.17
3633,1059.24
3634,1018.23
3635,1029.95
3636,1072.27
3637,1079.43
3638,1050.78
3639,1041.67
3640,1050.78
3641,1054.04
3642,1023.44
3643,992.187
3644,995.443
3645,1032.55
3646,1062.5
3647,1057.94
3648,1040.36
3649,1036.46
3650,1042.97
3651,1039.71
3652,1022.79
3653,1000
3654,1009.77
3655,1041.02
3656,1063.8
3657,1048.18
3658,1032.55
3659,1055.99
3660,1075.52
3661,1067.71
3662,1030.6
3663,1011.07
3664,1007.81
3665,1010.42
3666,1011.07
3667,984.375
3668,983.724
3669,1024.74
3670,1048.18
3671,1040.36
3672,1020.18
3673,1022.14
3674,1035.81
3675,1018.88
3676,1013.02
3677,998.047
3678,983.073
3679,994.141
3680,1005.86
3681,1018.88
3682,1000.65
3683,990.234
3684,1013.67
3685,1028.65
3686,1022.79
3687,993.49
3688,996.745
3689,1029.95
3690,1044.27
3691,1034.51
3692,1014.97
3693,1016.93
3694,1042.97
3695,1035.81
3696,1018.88
3697,993.49
3698,992.839
3699,1005.86
3700,997.396
3701,983.073
3702,959.635
3703,985.026
3704,1014.32
3705,1025.39
3706,1008.46
3707,1001.95
3708,1031.9
3709,1041.67
3710,1039.06
3711,1014.32
3712,1023.44
3713,1061.2
3714,1067.71
3715,1067.71
3716,1039.06
3717,1044.92
3718,1063.15
3719,1054.69
3720,1029.95
3721,1002.6
3722,1029.3
3723,1048.83
3724,1031.9
3725,1008.46
3726,1009.11
3727,1030.6
3728,1035.16
3729,1033.85
3730,1030.6
3731,1022.79
3732,1036.46
3733,1033.2
3734,1023.44
3735,1004.56
3736,1001.3
3737,1038.41
3738,1059.9
3739,1072.27
3740,1059.9
3741,1063.15
3742,1085.29
3743,1083.33
3744,1057.29
3745,1027.99
3746,1037.76
3747,1062.5
3748,1064.45
3749,1039.06
3750,1028.65
3751,1052.73
3752,1072.92
3753,1057.29
3754,1024.74
3755,1006.51
3756,1010.42
3757,1007.81
3758,990.885
3759,972.005
3760,973.958
3761,993.49
3762,996.745
3763,986.328
3764,959.635
3765,949.219
3766,958.333
3767,970.703
3768,968.099
3769,953.776
3770,966.146
3771,996.094
3772,1022.79
3773,1009.77
3774,999.349
3775,1019.53
3776,1035.81
3777,1031.25
3778,990.885
3779,978.516
3780,990.885
3781,998.698
3782,984.375
3783,957.031
3784,977.214
3785,1005.86
3786,1019.53
3787,1002.6
3788,1001.3
3789,1039.71
3790,1051.43
3791,1055.34
3792,1031.25
3793,1012.37
3794,1009.11
3795,1004.56
3796,997.396
3797,972.656
3798,972.656
3799,1010.42
3800,1034.51
3801,1042.32
3802,1034.51
3803,1030.6
3804,1055.99
3805,1069.01
3806,1076.17
3807,1056.64
3808,1044.27
3809,1067.71
3810,1077.47
3811,1048.83
3812,1016.28
3813,1020.18
3814,1037.11
3815,1029.95
3816,995.443
3817,972.005
3818,975.26
3819,988.932
