"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36"
"125",-91,NA,-79,NA,NA,NA,NA,NA,NA,NA,-67,-78,-96,NA,NA,NA,-92,-86,-76,NA,NA,NA,NA,NA,-87,NA,NA,NA,-94,NA,NA,NA,NA,NA,NA,NA
"126",-96,NA,-81,NA,NA,NA,NA,NA,NA,NA,-68,-79,-94,NA,NA,NA,-93,-86,-75,NA,NA,NA,NA,NA,-86,NA,NA,NA,-94,NA,NA,NA,NA,NA,NA,NA
"127",-93,NA,-81,NA,NA,NA,NA,NA,NA,NA,-68,-80,-93,NA,NA,NA,-91,-92,-76,NA,NA,NA,NA,NA,-86,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA
"128",-92,NA,-78,NA,NA,NA,NA,NA,NA,NA,-70,-76,-94,NA,NA,NA,-91,-89,-79,NA,NA,NA,NA,NA,-86,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA
"129",-92,NA,-78,NA,NA,NA,NA,NA,NA,NA,-68,-77,-95,NA,NA,NA,-90,-89,-79,NA,NA,NA,NA,NA,-87,NA,NA,NA,-95,NA,NA,NA,NA,NA,NA,NA
"130",-89,NA,-78,NA,NA,NA,NA,NA,NA,NA,-67,-78,-95,NA,NA,NA,-90,-92,-78,NA,NA,NA,NA,NA,-91,NA,NA,NA,-94,NA,NA,NA,NA,NA,NA,NA
"131",-91,NA,-79,NA,NA,NA,NA,NA,NA,NA,-67,-81,-96,NA,NA,NA,-92,-92,-79,NA,NA,NA,NA,NA,-91,NA,NA,NA,-94,NA,NA,NA,NA,NA,NA,NA
"132",-91,NA,-83,NA,NA,NA,NA,NA,NA,NA,-67,-93,-90,NA,NA,NA,-94,-92,-76,NA,NA,NA,NA,NA,-90,NA,NA,NA,-93,NA,NA,NA,NA,NA,NA,NA
"133",-91,NA,-80,NA,NA,NA,NA,NA,NA,NA,-70,-93,-90,NA,NA,NA,-94,-92,-77,NA,NA,NA,NA,NA,-88,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA
"134",-94,NA,-80,NA,NA,NA,NA,NA,NA,NA,-69,-96,-90,NA,NA,NA,-93,-93,-75,NA,NA,NA,NA,NA,-88,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA
"135",-93,NA,-79,NA,NA,NA,NA,NA,NA,NA,-68,-96,-91,NA,NA,NA,-92,-93,-77,NA,NA,NA,NA,NA,-87,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA
"136",-95,NA,-81,NA,NA,NA,NA,NA,NA,NA,-68,-91,-90,NA,NA,NA,-92,-90,-76,NA,NA,NA,NA,NA,-85,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA
"137",-95,NA,-77,NA,NA,NA,NA,NA,NA,NA,-68,-91,-90,NA,NA,NA,-92,-93,-76,NA,NA,NA,NA,NA,-85,NA,NA,NA,-94,NA,NA,NA,NA,NA,NA,NA
"138",-93,NA,-85,NA,NA,NA,NA,NA,NA,NA,-70,-92,-92,NA,NA,NA,-92,-92,-76,NA,NA,NA,NA,NA,-88,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA
"139",-93,NA,-81,NA,NA,NA,NA,NA,NA,NA,-77,-97,-91,NA,NA,NA,-97,-92,-82,NA,NA,NA,NA,NA,-88,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA
"140",-94,NA,-72,NA,NA,NA,NA,NA,NA,NA,-67,-97,-90,NA,NA,NA,-97,-92,-79,NA,NA,NA,NA,NA,-87,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA
"141",-94,NA,-74,NA,NA,NA,NA,NA,NA,NA,-64,-94,-93,NA,NA,NA,-97,-86,-77,NA,NA,NA,NA,NA,-86,NA,NA,NA,-93,NA,NA,NA,NA,NA,NA,NA
"142",-96,NA,-74,NA,NA,NA,NA,NA,NA,NA,-65,-94,-87,NA,NA,NA,-97,-89,-77,NA,NA,NA,NA,NA,-86,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
"143",-97,NA,-74,NA,NA,NA,NA,NA,NA,NA,-65,-90,-90,NA,NA,NA,-86,-87,-77,NA,NA,NA,NA,NA,-86,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA
"144",-97,NA,-72,NA,NA,NA,NA,NA,NA,NA,-66,-91,-90,NA,NA,NA,-86,-87,-76,NA,NA,NA,NA,NA,-86,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA
"145",-91,NA,-74,NA,NA,NA,NA,NA,NA,NA,-69,-91,-91,NA,NA,NA,-87,-85,-78,NA,NA,NA,NA,NA,-89,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
"146",-96,NA,-73,NA,NA,NA,NA,NA,NA,NA,-66,NA,-91,NA,NA,NA,-89,-85,-77,NA,NA,NA,NA,NA,-89,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA
"147",-96,NA,-73,NA,NA,NA,NA,NA,NA,NA,-65,NA,-91,NA,NA,NA,-97,-84,-76,NA,NA,NA,NA,NA,-91,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
"148",-93,NA,-75,NA,NA,NA,NA,NA,NA,NA,-70,NA,-85,NA,NA,NA,-89,-88,-76,NA,NA,NA,NA,NA,-91,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA
"149",-93,NA,-72,NA,NA,NA,NA,NA,NA,NA,-65,NA,-92,NA,NA,NA,-89,-89,-77,NA,NA,NA,NA,NA,-93,NA,NA,NA,-89,NA,NA,NA,NA,NA,NA,NA
"150",-96,NA,-73,NA,NA,NA,NA,NA,NA,NA,-64,NA,-92,NA,NA,NA,-89,-91,-76,NA,NA,NA,NA,NA,-90,NA,NA,NA,-89,NA,NA,NA,NA,NA,NA,NA
"151",-96,NA,-71,NA,NA,NA,NA,NA,NA,NA,-65,NA,-92,NA,NA,NA,-93,-87,-75,NA,NA,NA,NA,NA,-90,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
"152",-98,NA,-72,NA,NA,NA,NA,NA,NA,NA,-69,NA,-90,NA,NA,NA,-93,-86,-76,NA,NA,NA,NA,NA,-91,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA
"153",-95,NA,-72,NA,NA,NA,NA,NA,NA,NA,-66,NA,-93,NA,NA,NA,-86,-88,-77,NA,NA,NA,NA,NA,-91,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
"154",-92,NA,-73,NA,NA,NA,NA,NA,NA,NA,-67,NA,-93,NA,NA,NA,-88,-85,-79,NA,NA,NA,NA,NA,-89,NA,NA,NA,-89,NA,NA,NA,NA,NA,NA,NA
"155",-92,NA,-73,NA,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,NA,-88,-89,-79,NA,NA,NA,NA,NA,-89,NA,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA
"156",-94,NA,-70,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,-88,-87,-80,NA,NA,NA,NA,NA,-88,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA
"157",-94,NA,-76,NA,NA,NA,NA,NA,NA,NA,-68,NA,NA,NA,NA,NA,-88,-87,-82,NA,NA,NA,NA,NA,-91,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA,NA
"158",-93,NA,-85,NA,NA,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,-82,-83,-79,NA,NA,NA,NA,NA,-90,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA
"159",-95,NA,-82,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,-79,-82,-80,NA,NA,NA,NA,NA,-90,NA,NA,NA,-89,NA,NA,NA,NA,NA,NA,NA
"160",-95,NA,-83,NA,NA,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,-82,-84,-79,NA,NA,NA,NA,NA,-90,NA,NA,NA,-89,NA,NA,NA,NA,NA,NA,NA
"161",-95,NA,-81,NA,NA,NA,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,-73,-79,-80,NA,NA,NA,NA,NA,-91,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA
"162",-92,NA,-83,NA,NA,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,-79,-85,-82,NA,NA,NA,NA,NA,-91,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA
"163",-97,NA,-79,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,-76,-84,-81,NA,NA,NA,NA,NA,-88,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA
"164",-97,NA,-81,NA,NA,NA,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,-73,-84,-79,NA,NA,NA,NA,NA,-88,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA
"165",-94,NA,-82,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,-83,-83,-81,NA,NA,NA,NA,NA,-92,NA,NA,NA,-89,NA,NA,NA,NA,NA,NA,NA
"166",-94,NA,-79,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,-78,-83,-79,NA,NA,NA,NA,NA,-89,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA
"167",-94,NA,-80,NA,NA,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,-83,-82,-79,NA,NA,NA,NA,NA,-88,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA
"168",-96,NA,-81,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,-84,-82,-82,NA,NA,NA,NA,NA,-89,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
"169",-94,NA,-80,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,-84,-92,-79,NA,NA,NA,NA,NA,-89,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
"170",-92,NA,-78,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,-80,-82,-81,NA,NA,NA,NA,NA,-91,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA
"171",-91,NA,-84,NA,NA,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,-83,-80,-83,NA,NA,NA,NA,NA,-87,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
"172",-91,NA,-85,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,-76,-83,-82,NA,NA,NA,NA,NA,-87,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
"173",-91,NA,-83,NA,NA,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,-85,-81,-81,NA,NA,NA,NA,NA,-82,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
"174",-91,NA,-80,NA,NA,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,-80,-89,-82,NA,NA,NA,NA,NA,-82,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA
"175",-95,NA,-83,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,-79,-88,-79,NA,NA,NA,NA,NA,-85,NA,NA,NA,-94,NA,NA,NA,NA,NA,NA,NA
"176",-93,NA,-80,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,-82,-86,-84,NA,NA,NA,NA,NA,-89,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA
"177",-97,NA,-73,NA,NA,NA,NA,NA,NA,NA,-44,NA,NA,NA,NA,NA,-82,-80,-76,NA,NA,NA,NA,NA,-89,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA
"178",-97,NA,-74,NA,NA,NA,NA,NA,NA,NA,-49,NA,NA,NA,NA,NA,-78,-79,-73,NA,NA,NA,NA,NA,-86,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA
"179",-97,NA,-73,NA,NA,NA,NA,NA,NA,NA,-48,NA,NA,NA,NA,NA,-82,-86,-72,NA,NA,NA,NA,NA,-88,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA
"180",-95,NA,-78,NA,NA,NA,NA,NA,NA,NA,-45,NA,NA,NA,NA,NA,-83,-84,-73,NA,NA,NA,NA,NA,-92,NA,NA,NA,-95,NA,NA,NA,NA,NA,NA,NA
"181",-92,NA,-75,NA,NA,NA,NA,NA,NA,NA,-44,NA,NA,NA,NA,NA,-82,-78,-72,NA,NA,NA,NA,NA,-86,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA
"182",-92,NA,-72,NA,NA,NA,NA,NA,NA,NA,-46,NA,NA,NA,NA,NA,-87,-85,-76,NA,NA,NA,NA,NA,-86,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA
"183",-89,NA,-84,NA,NA,NA,NA,NA,NA,NA,-41,NA,NA,NA,NA,NA,-85,-80,-77,NA,NA,NA,NA,NA,-86,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA
"184",-89,NA,-78,NA,NA,NA,NA,NA,NA,NA,-41,NA,NA,NA,NA,NA,-78,-84,-80,NA,NA,NA,NA,NA,-82,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
"185",-94,NA,-85,NA,NA,NA,NA,NA,NA,NA,-44,NA,NA,NA,NA,NA,-75,-85,-81,NA,NA,NA,NA,NA,-83,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA,NA
"186",-94,NA,-76,NA,NA,NA,NA,NA,NA,NA,-44,NA,NA,NA,NA,NA,-88,-93,-79,NA,NA,NA,NA,NA,-83,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA,NA
"187",-94,NA,-75,NA,NA,NA,NA,NA,NA,NA,-43,NA,NA,NA,NA,NA,-83,-76,-80,NA,NA,NA,NA,NA,-81,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA
"188",-94,NA,-81,NA,NA,NA,NA,NA,NA,NA,-47,NA,NA,NA,NA,NA,-83,-81,-82,NA,NA,NA,NA,NA,-83,NA,NA,NA,-93,NA,NA,NA,NA,NA,NA,NA
"189",-92,NA,-81,NA,NA,NA,NA,NA,NA,NA,-44,NA,NA,NA,NA,NA,-80,-84,-74,NA,NA,NA,NA,NA,-84,NA,NA,NA,-94,NA,NA,NA,NA,NA,NA,NA
"190",-92,NA,-80,NA,NA,NA,NA,NA,NA,NA,-48,NA,NA,NA,NA,NA,-76,-84,-76,NA,NA,NA,NA,NA,-83,NA,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA
"191",-91,NA,-79,NA,NA,NA,NA,NA,NA,NA,-44,NA,NA,NA,NA,NA,-83,-83,-79,NA,NA,NA,NA,NA,-84,NA,NA,NA,-95,NA,NA,NA,NA,NA,NA,NA
"192",-91,NA,-77,NA,NA,NA,NA,NA,NA,NA,-43,NA,NA,NA,NA,NA,-91,-82,-78,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",-93,NA,-81,NA,NA,NA,NA,NA,NA,NA,-45,NA,NA,NA,NA,NA,-82,-85,-77,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",-97,NA,-72,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,-84,-85,-75,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",-95,NA,-70,NA,NA,NA,NA,NA,NA,NA,-52,NA,NA,NA,NA,NA,-90,-86,-74,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",-90,NA,-74,NA,NA,NA,NA,NA,NA,NA,-53,NA,NA,NA,NA,NA,-86,-78,-77,NA,NA,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",-96,NA,-73,NA,NA,NA,NA,NA,NA,NA,-55,NA,NA,NA,NA,NA,-72,-89,-75,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",-92,NA,-71,NA,NA,NA,NA,NA,NA,NA,-58,NA,NA,NA,NA,NA,-75,-87,-77,NA,NA,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",-94,NA,-74,NA,NA,NA,NA,NA,NA,NA,-58,NA,NA,NA,NA,NA,-81,-82,-77,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",-93,NA,-73,NA,NA,NA,NA,NA,NA,NA,-56,NA,NA,NA,NA,NA,-79,-82,-82,NA,NA,NA,NA,NA,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",-96,NA,-71,NA,NA,NA,NA,NA,NA,NA,-57,NA,NA,NA,NA,NA,-79,-83,-76,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",-96,NA,-74,NA,NA,NA,NA,NA,NA,NA,-53,NA,NA,NA,NA,NA,-81,-89,-76,NA,NA,NA,NA,NA,-92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",-92,NA,-73,NA,NA,NA,NA,NA,NA,NA,-57,NA,NA,NA,NA,NA,-85,-77,-80,NA,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",-92,NA,-74,NA,NA,NA,NA,NA,NA,NA,-59,NA,NA,NA,NA,NA,-80,-83,-76,NA,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",-90,NA,-73,NA,NA,NA,NA,NA,NA,NA,-53,NA,NA,NA,NA,NA,-82,-83,-78,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",-96,NA,-74,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,-76,-85,-74,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",-94,NA,-71,NA,NA,NA,NA,NA,NA,NA,-60,NA,NA,NA,NA,NA,-77,-91,-75,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",-94,NA,-73,NA,NA,NA,NA,NA,NA,NA,-59,NA,NA,NA,NA,NA,-86,-82,-76,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",-94,NA,-73,NA,NA,NA,NA,NA,NA,NA,-60,NA,NA,NA,NA,NA,-84,-86,-77,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",-94,NA,-72,NA,NA,NA,NA,NA,NA,NA,-58,NA,NA,NA,NA,NA,-77,-87,-79,NA,NA,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",-94,NA,-74,NA,NA,NA,NA,NA,NA,NA,-56,NA,NA,NA,NA,NA,-80,-81,-79,NA,NA,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",-93,NA,-74,NA,NA,NA,NA,NA,NA,NA,-59,NA,NA,NA,NA,NA,-86,-80,-83,NA,NA,NA,NA,NA,-88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",-91,NA,-71,NA,NA,NA,NA,NA,NA,NA,-45,NA,NA,NA,NA,NA,-89,-81,-63,NA,NA,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",-90,NA,-70,NA,NA,NA,NA,NA,NA,NA,-47,NA,NA,NA,NA,NA,-82,-82,-64,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",-90,NA,-69,NA,NA,NA,NA,NA,NA,NA,-47,NA,NA,NA,NA,NA,-77,-90,-64,NA,NA,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",-96,NA,-67,NA,NA,NA,NA,NA,NA,NA,-47,NA,NA,NA,NA,NA,NA,-80,-62,NA,NA,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",-95,NA,-69,NA,NA,NA,NA,NA,NA,NA,-46,NA,NA,NA,NA,NA,NA,-81,-63,NA,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",-95,NA,-68,NA,NA,NA,NA,NA,NA,NA,-47,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",-95,NA,-67,NA,NA,NA,NA,NA,NA,NA,-45,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",-96,NA,-68,NA,NA,NA,NA,NA,NA,NA,-46,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",-96,NA,-67,NA,NA,NA,NA,NA,NA,NA,-45,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",-93,NA,-69,NA,NA,NA,NA,NA,NA,NA,-44,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",-95,NA,-72,NA,NA,NA,NA,NA,NA,NA,-47,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",-95,NA,-73,NA,NA,NA,NA,NA,NA,NA,-46,NA,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",-90,NA,-70,NA,NA,NA,NA,NA,NA,NA,-45,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",-94,NA,-69,NA,NA,NA,NA,NA,NA,NA,-43,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",-96,NA,-68,NA,NA,NA,NA,NA,NA,NA,-45,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",-96,NA,-68,NA,NA,NA,NA,NA,NA,NA,-45,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",-94,NA,-69,NA,NA,NA,NA,NA,NA,NA,-45,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",-93,NA,-65,NA,NA,NA,NA,NA,NA,NA,-48,NA,NA,NA,NA,NA,NA,NA,-69,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",-93,NA,-56,NA,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",-86,NA,-62,NA,NA,NA,NA,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,-67,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",-91,NA,-64,NA,NA,NA,NA,NA,NA,NA,-68,NA,NA,NA,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",-92,NA,-63,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA,NA,-71,NA,NA,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",-93,NA,-64,NA,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",-92,NA,-59,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,NA,NA,-68,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",-95,NA,-64,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA,NA,-67,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",-95,NA,-54,NA,NA,NA,NA,NA,NA,NA,-68,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",-92,NA,-60,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",-92,NA,-61,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",-89,NA,-61,NA,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",-94,NA,-61,NA,NA,NA,NA,NA,NA,NA,-68,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",-90,NA,-62,NA,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",-94,NA,-63,NA,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",-93,NA,-59,NA,NA,NA,NA,NA,NA,NA,-68,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",-93,NA,-65,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",-90,NA,-61,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",-93,NA,-63,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",-96,NA,-70,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,-67,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
