DATE TIME = 2016-11-11 05:11:21

SEQ=66900, No_Urine, Lie, 150 kHz
1204
1209
1211
1204
1209
1211
1202
1204
1204
1204
1211
1211
1213
1206
1209
1200
1211
1200
1209
1209
1206
1202
1204
1209
1211
1211
1209
1204
1204
1202
1204
1202
1204
1204
1204
1204
1206
1202
1195
1204
1204
1202
1204
1204
1204
1193
1204
1204
1204
1204
1193
1209
1204
1211
1206
1204
1204
1202
1193
1204
1204
1195
1204
1193
SEQ=66901, No_Urine, Lie, 150 kHz
1204
1193
1202
1209
1204
1195
1204
1195
1204
1202
1209
1200
1209
1200
1209
1209
1209
1209
1211
1202
1204
1202
1204
1209
1209
1209
1204
1204
1209
1209
1200
1209
1211
1202
1209
1211
1200
1204
1204
1204
1204
1209
1209
1200
1204
1209
1200
1202
1209
1213
1209
1204
1204
1204
1204
1209
1206
1204
1195
1204
1202
1193
1204
1202
SEQ=66902, No_Urine, Lie, 150 kHz
1204
1193
1202
1209
1204
1195
1204
1195
1204
1202
1209
1200
1209
1200
1209
1209
1209
1209
1211
1202
1204
1202
1204
1209
1209
1209
1204
1204
1209
1209
1200
1209
1211
1202
1209
1211
1200
1204
1204
1204
1204
1209
1209
1200
1204
1209
1200
1202
1209
1213
1209
1204
1204
1204
1204
1209
1206
1204
1195
1204
1202
1193
1204
1202
SEQ=66903, No_Urine, Lie, 150 kHz
1204
1202
1200
1209
1209
1209
1209
1209
1211
1211
1209
1211
1204
1204
1202
1211
1200
1209
1209
1209
1209
1209
1211
1209
1209
1202
1204
1211
1195
1204
1204
1209
1211
1204
1202
1204
1202
1202
1204
1204
1200
1209
1202
1209
1206
1202
1200
1209
1209
1209
1209
1209
1204
1204
1209
1211
1209
1211
1209
1211
1202
1211
1202
1204
SEQ=66904, No_Urine, Lie, 150 kHz
1204
1202
1200
1209
1209
1209
1209
1209
1211
1211
1209
1211
1204
1204
1202
1211
1200
1209
1209
1209
1209
1209
1211
1209
1209
1202
1204
1211
1195
1204
1204
1209
1211
1204
1202
1204
1202
1202
1204
1204
1200
1209
1202
1209
1206
1202
1200
1209
1209
1209
1209
1209
1204
1204
1209
1211
1209
1211
1209
1211
1202
1211
1202
1204
SEQ=66905, No_Urine, Lie, 150 kHz
1204
1206
1211
1209
1209
1211
1202
1209
1206
1200
1211
1202
1204
1195
1204
1204
1206
1211
1211
1209
1204
1206
1211
1211
1202
1202
1209
1211
1206
1211
1211
1200
1206
1209
1211
1206
1202
1204
1204
1204
1204
1204
1202
1204
1204
1195
1204
1204
1202
1204
1209
1204
1202
1202
1202
1204
1204
1202
1204
1204
1202
1202
1202
1204
SEQ=66906, No_Urine, Lie, 150 kHz
1204
1206
1211
1209
1209
1211
1202
1209
1206
1200
1211
1202
1204
1195
1204
1204
1206
1211
1211
1209
1204
1206
1211
1211
1202
1202
1209
1211
1206
1211
1211
1200
1206
1209
1211
1206
1202
1204
1204
1204
1204
1204
1202
1204
1204
1195
1204
1204
1202
1204
1209
1204
1202
1202
1202
1204
1204
1202
1204
1204
1202
1202
1202
1204
SEQ=66907, No_Urine, Lie, 150 kHz
1202
1202
1202
1200
1202
1202
1202
1204
1211
1206
1211
1211
1204
1195
1209
1209
1211
1211
1211
1209
1204
1204
1204
1209
1209
1202
1206
1202
1204
1204
1204
1209
1204
1204
1211
1209
1202
1204
1209
1204
1209
1211
1204
1200
1206
1202
1209
1202
1202
1204
1200
1206
1200
1204
1200
1209
1211
1202
1206
1209
1202
1202
1206
1202
SEQ=66908, No_Urine, Lie, 150 kHz
1202
1202
1202
1200
1202
1202
1202
1204
1211
1206
1211
1211
1204
1195
1209
1209
1211
1211
1211
1209
1204
1204
1204
1209
1209
1202
1206
1202
1204
1204
1204
1209
1204
1204
1211
1209
1202
1204
1209
1204
1209
1211
1204
1200
1206
1202
1209
1202
1202
1204
1200
1206
1200
1204
1200
1209
1211
1202
1206
1209
1202
1202
1206
1202
SEQ=66909, No_Urine, Lie, 150 kHz
1204
1204
1209
1211
1200
1211
1204
1202
1202
1206
1202
1209
1209
1211
1209
1211
1202
1204
1204
1204
1202
1202
1200
1204
1202
1211
1204
1206
1204
1204
1204
1200
1209
1202
1209
1200
1204
1202
1209
1209
1209
1206
1211
1200
1211
1202
1202
1204
1202
1202
1204
1202
1209
1200
1204
1202
1204
1202
1200
1209
1209
1204
